"booking_id","incomplete_rides_reason"
"CNR6421014927","Customer Demand"
"CNR7654519060","Vehicle Breakdown"
"CNR4016705369","Other Issue"
"CNR6838642626","Customer Demand"
"CNR7988418529","Vehicle Breakdown"
"CNR7352673450","Other Issue"
"CNR8293675053","Vehicle Breakdown"
"CNR1693935414","Vehicle Breakdown"
"CNR5209093528","Other Issue"
"CNR2133254107","Vehicle Breakdown"
"CNR6694901454","Customer Demand"
"CNR8263899832","Customer Demand"
"CNR9691400748","Vehicle Breakdown"
"CNR7164128869","Vehicle Breakdown"
"CNR8101607232","Other Issue"
"CNR8646970792","Customer Demand"
"CNR6446990564","Customer Demand"
"CNR1115118963","Customer Demand"
"CNR1994593032","Vehicle Breakdown"
"CNR3605785653","Vehicle Breakdown"
"CNR3947716909","Vehicle Breakdown"
"CNR3104473204","Customer Demand"
"CNR5851971569","Vehicle Breakdown"
"CNR9595466322","Customer Demand"
"CNR2927902547","Vehicle Breakdown"
"CNR7963991032","Vehicle Breakdown"
"CNR2508399121","Vehicle Breakdown"
"CNR3003145412","Vehicle Breakdown"
"CNR1568550010","Customer Demand"
"CNR8515075976","Vehicle Breakdown"
"CNR7354866628","Vehicle Breakdown"
"CNR6533569227","Vehicle Breakdown"
"CNR2794653330","Customer Demand"
"CNR8993922211","Customer Demand"
"CNR7149089491","Customer Demand"
"CNR4217201407","Vehicle Breakdown"
"CNR4212340591","Vehicle Breakdown"
"CNR3418611535","Customer Demand"
"CNR6281521281","Other Issue"
"CNR2506399202","Other Issue"
"CNR8113905754","Vehicle Breakdown"
"CNR4336334405","Customer Demand"
"CNR4502765058","Customer Demand"
"CNR6767586260","Other Issue"
"CNR9036401750","Customer Demand"
"CNR8892883482","Vehicle Breakdown"
"CNR8598696667","Vehicle Breakdown"
"CNR9954032676","Vehicle Breakdown"
"CNR3778237989","Vehicle Breakdown"
"CNR9302684307","Customer Demand"
"CNR3112281872","Other Issue"
"CNR2583247359","Vehicle Breakdown"
"CNR9275758844","Customer Demand"
"CNR9686502256","Customer Demand"
"CNR6748080046","Customer Demand"
"CNR6006343254","Other Issue"
"CNR7282130626","Vehicle Breakdown"
"CNR1675912241","Vehicle Breakdown"
"CNR7447347382","Vehicle Breakdown"
"CNR6410411656","Vehicle Breakdown"
"CNR2500827815","Customer Demand"
"CNR9497766930","Vehicle Breakdown"
"CNR9170611815","Other Issue"
"CNR5112765384","Other Issue"
"CNR2102699482","Vehicle Breakdown"
"CNR1495326483","Customer Demand"
"CNR4638671432","Vehicle Breakdown"
"CNR3913655221","Vehicle Breakdown"
"CNR1556099829","Vehicle Breakdown"
"CNR7435492047","Vehicle Breakdown"
"CNR9487574382","Customer Demand"
"CNR6684776304","Customer Demand"
"CNR5469832108","Vehicle Breakdown"
"CNR3453917811","Vehicle Breakdown"
"CNR3935777051","Customer Demand"
"CNR9022331379","Customer Demand"
"CNR9098841237","Customer Demand"
"CNR8587353756","Customer Demand"
"CNR9873957073","Other Issue"
"CNR7777667340","Vehicle Breakdown"
"CNR8504670442","Customer Demand"
"CNR8433944868","Customer Demand"
"CNR2590541296","Customer Demand"
"CNR7979916552","Customer Demand"
"CNR1932725985","Vehicle Breakdown"
"CNR6065131217","Customer Demand"
"CNR8240481863","Other Issue"
"CNR8198424347","Vehicle Breakdown"
"CNR5623747812","Vehicle Breakdown"
"CNR4551082827","Vehicle Breakdown"
"CNR8297100364","Customer Demand"
"CNR5938186704","Vehicle Breakdown"
"CNR4675648258","Vehicle Breakdown"
"CNR1636644785","Customer Demand"
"CNR8451220637","Customer Demand"
"CNR1923939291","Customer Demand"
"CNR3714585438","Other Issue"
"CNR5922648016","Customer Demand"
"CNR8217146118","Customer Demand"
"CNR6948846741","Other Issue"
"CNR5530693925","Other Issue"
"CNR8224709500","Other Issue"
"CNR8969678242","Vehicle Breakdown"
"CNR5791385357","Vehicle Breakdown"
"CNR7565995090","Vehicle Breakdown"
"CNR9530276459","Customer Demand"
"CNR1292174058","Vehicle Breakdown"
"CNR2207745734","Customer Demand"
"CNR9823939445","Vehicle Breakdown"
"CNR5952277125","Customer Demand"
"CNR5389233622","Customer Demand"
"CNR9940599089","Vehicle Breakdown"
"CNR5349092319","Vehicle Breakdown"
"CNR3921123918","Vehicle Breakdown"
"CNR4955684576","Vehicle Breakdown"
"CNR7065273888","Customer Demand"
"CNR3336034772","Customer Demand"
"CNR5324881359","Vehicle Breakdown"
"CNR7635858040","Customer Demand"
"CNR6882387341","Customer Demand"
"CNR5697549000","Customer Demand"
"CNR7364764185","Other Issue"
"CNR2265133614","Other Issue"
"CNR7275086023","Other Issue"
"CNR5894549882","Vehicle Breakdown"
"CNR8044211838","Vehicle Breakdown"
"CNR6504471180","Vehicle Breakdown"
"CNR5027903461","Other Issue"
"CNR8564588177","Other Issue"
"CNR7373449956","Vehicle Breakdown"
"CNR5831748370","Vehicle Breakdown"
"CNR9377071195","Vehicle Breakdown"
"CNR5658866654","Vehicle Breakdown"
"CNR2209740210","Vehicle Breakdown"
"CNR1878225367","Vehicle Breakdown"
"CNR6816277270","Customer Demand"
"CNR4151568313","Vehicle Breakdown"
"CNR4107233236","Customer Demand"
"CNR2787875861","Vehicle Breakdown"
"CNR8783744108","Customer Demand"
"CNR4933924239","Customer Demand"
"CNR2814599737","Vehicle Breakdown"
"CNR1626116343","Other Issue"
"CNR8482432075","Vehicle Breakdown"
"CNR4511535566","Other Issue"
"CNR8888571313","Vehicle Breakdown"
"CNR5189975460","Customer Demand"
"CNR2152775967","Customer Demand"
"CNR7725323376","Customer Demand"
"CNR4958359196","Customer Demand"
"CNR2215418889","Customer Demand"
"CNR1385022983","Vehicle Breakdown"
"CNR1496421939","Vehicle Breakdown"
"CNR4990480683","Customer Demand"
"CNR8729223780","Customer Demand"
"CNR2831961776","Vehicle Breakdown"
"CNR1364942438","Customer Demand"
"CNR2569554502","Customer Demand"
"CNR6386601561","Vehicle Breakdown"
"CNR6205952187","Customer Demand"
"CNR3292564969","Vehicle Breakdown"
"CNR9522913394","Customer Demand"
"CNR3340078081","Customer Demand"
"CNR2451918211","Customer Demand"
"CNR7613305616","Customer Demand"
"CNR4915926441","Vehicle Breakdown"
"CNR4541545733","Customer Demand"
"CNR9137550658","Vehicle Breakdown"
"CNR5810993350","Vehicle Breakdown"
"CNR1381245341","Customer Demand"
"CNR8772847168","Vehicle Breakdown"
"CNR4768483801","Customer Demand"
"CNR9156242122","Vehicle Breakdown"
"CNR1377328323","Customer Demand"
"CNR1374414019","Customer Demand"
"CNR7776826601","Other Issue"
"CNR5851384715","Customer Demand"
"CNR5854911932","Customer Demand"
"CNR8712617771","Vehicle Breakdown"
"CNR4903871749","Other Issue"
"CNR4647907307","Vehicle Breakdown"
"CNR8041060039","Customer Demand"
"CNR5221609783","Customer Demand"
"CNR4780342697","Vehicle Breakdown"
"CNR4265628654","Customer Demand"
"CNR1480531863","Customer Demand"
"CNR4512681123","Other Issue"
"CNR3947866891","Other Issue"
"CNR1591960381","Other Issue"
"CNR2301204500","Vehicle Breakdown"
"CNR3815347156","Vehicle Breakdown"
"CNR3644765154","Customer Demand"
"CNR6840171029","Vehicle Breakdown"
"CNR4585940972","Customer Demand"
"CNR8763496475","Vehicle Breakdown"
"CNR6645900712","Customer Demand"
"CNR1890745328","Customer Demand"
"CNR5923616726","Customer Demand"
"CNR1514095849","Other Issue"
"CNR3236747834","Vehicle Breakdown"
"CNR2744662026","Other Issue"
"CNR2930431985","Other Issue"
"CNR2830868068","Vehicle Breakdown"
"CNR9615321233","Customer Demand"
"CNR9072466428","Vehicle Breakdown"
"CNR6460074737","Vehicle Breakdown"
"CNR7507300690","Other Issue"
"CNR8121525262","Vehicle Breakdown"
"CNR6420563660","Customer Demand"
"CNR2715440008","Vehicle Breakdown"
"CNR9112587513","Customer Demand"
"CNR1568853242","Customer Demand"
"CNR3629596662","Customer Demand"
"CNR5231938635","Customer Demand"
"CNR8918456846","Vehicle Breakdown"
"CNR8329855767","Vehicle Breakdown"
"CNR3726069214","Vehicle Breakdown"
"CNR7170500574","Vehicle Breakdown"
"CNR7526321268","Customer Demand"
"CNR3936377867","Customer Demand"
"CNR1358114748","Customer Demand"
"CNR1498691986","Vehicle Breakdown"
"CNR3213521234","Other Issue"
"CNR4992239602","Other Issue"
"CNR9620138091","Customer Demand"
"CNR6517545029","Vehicle Breakdown"
"CNR4600515962","Vehicle Breakdown"
"CNR8669793458","Customer Demand"
"CNR2972367693","Customer Demand"
"CNR5538706301","Customer Demand"
"CNR4323559406","Customer Demand"
"CNR4056876739","Vehicle Breakdown"
"CNR7668101252","Other Issue"
"CNR3716128505","Customer Demand"
"CNR1474122088","Other Issue"
"CNR3775070528","Vehicle Breakdown"
"CNR7467755532","Other Issue"
"CNR3013388684","Vehicle Breakdown"
"CNR3803640064","Customer Demand"
"CNR2903110105","Vehicle Breakdown"
"CNR5367286652","Customer Demand"
"CNR1547566983","Customer Demand"
"CNR1416419536","Vehicle Breakdown"
"CNR7217172231","Customer Demand"
"CNR6537631100","Customer Demand"
"CNR3023496304","Customer Demand"
"CNR1177217393","Customer Demand"
"CNR7895367841","Vehicle Breakdown"
"CNR5446681571","Customer Demand"
"CNR7431359213","Customer Demand"
"CNR1273958473","Customer Demand"
"CNR9235416380","Customer Demand"
"CNR4194773241","Vehicle Breakdown"
"CNR1447811054","Other Issue"
"CNR8098638154","Customer Demand"
"CNR1619383498","Customer Demand"
"CNR2813459275","Vehicle Breakdown"
"CNR8079322143","Customer Demand"
"CNR8446880179","Customer Demand"
"CNR7399963971","Vehicle Breakdown"
"CNR3069827958","Customer Demand"
"CNR6720662579","Vehicle Breakdown"
"CNR4009432007","Vehicle Breakdown"
"CNR4608345665","Customer Demand"
"CNR5900652151","Customer Demand"
"CNR1699766429","Customer Demand"
"CNR5562237680","Vehicle Breakdown"
"CNR9629557914","Customer Demand"
"CNR2168473786","Vehicle Breakdown"
"CNR3651711690","Vehicle Breakdown"
"CNR3761807880","Other Issue"
"CNR2609738123","Vehicle Breakdown"
"CNR8467984702","Customer Demand"
"CNR3806738235","Customer Demand"
"CNR7651233096","Other Issue"
"CNR1641982459","Customer Demand"
"CNR9306101774","Vehicle Breakdown"
"CNR1996333578","Other Issue"
"CNR1715958891","Vehicle Breakdown"
"CNR5579404038","Vehicle Breakdown"
"CNR8596651430","Other Issue"
"CNR4757564608","Vehicle Breakdown"
"CNR4312835553","Customer Demand"
"CNR1605620657","Vehicle Breakdown"
"CNR8735967537","Other Issue"
"CNR7252696750","Other Issue"
"CNR9854862667","Customer Demand"
"CNR6891438777","Customer Demand"
"CNR6548622810","Customer Demand"
"CNR4960472999","Vehicle Breakdown"
"CNR1464162803","Vehicle Breakdown"
"CNR2127332909","Customer Demand"
"CNR1252873770","Customer Demand"
"CNR5727094955","Vehicle Breakdown"
"CNR9844572651","Customer Demand"
"CNR3281323219","Vehicle Breakdown"
"CNR4700601635","Vehicle Breakdown"
"CNR1555705306","Other Issue"
"CNR6158108596","Customer Demand"
"CNR9808475704","Vehicle Breakdown"
"CNR2827656845","Customer Demand"
"CNR7701778875","Vehicle Breakdown"
"CNR2346508023","Other Issue"
"CNR1893440437","Other Issue"
"CNR5514413579","Vehicle Breakdown"
"CNR7359686354","Customer Demand"
"CNR5850553959","Vehicle Breakdown"
"CNR6626339917","Vehicle Breakdown"
"CNR5933611808","Customer Demand"
"CNR4554042943","Vehicle Breakdown"
"CNR5055634358","Vehicle Breakdown"
"CNR3639524924","Customer Demand"
"CNR7468931334","Customer Demand"
"CNR8211902672","Customer Demand"
"CNR8679804551","Other Issue"
"CNR9621728189","Customer Demand"
"CNR4150778000","Customer Demand"
"CNR2364683279","Vehicle Breakdown"
"CNR3227461460","Other Issue"
"CNR1375561300","Customer Demand"
"CNR3481839609","Vehicle Breakdown"
"CNR2851691741","Vehicle Breakdown"
"CNR8726011890","Customer Demand"
"CNR1181124734","Other Issue"
"CNR2607376028","Customer Demand"
"CNR8569767575","Customer Demand"
"CNR7945617365","Customer Demand"
"CNR5510030593","Customer Demand"
"CNR9440425248","Other Issue"
"CNR7640224678","Vehicle Breakdown"
"CNR2503395144","Customer Demand"
"CNR7340955538","Customer Demand"
"CNR2921066097","Customer Demand"
"CNR2136779366","Customer Demand"
"CNR1790496035","Customer Demand"
"CNR3705572791","Other Issue"
"CNR1338609483","Vehicle Breakdown"
"CNR7750270336","Customer Demand"
"CNR6335955299","Customer Demand"
"CNR9373960087","Customer Demand"
"CNR3963204253","Customer Demand"
"CNR6141476114","Other Issue"
"CNR4754927427","Customer Demand"
"CNR7811941478","Vehicle Breakdown"
"CNR5953918462","Vehicle Breakdown"
"CNR2386181258","Customer Demand"
"CNR7169790942","Other Issue"
"CNR1126961682","Customer Demand"
"CNR4115578227","Customer Demand"
"CNR6837577933","Other Issue"
"CNR1592489931","Vehicle Breakdown"
"CNR3176571897","Customer Demand"
"CNR3059819630","Customer Demand"
"CNR3469824941","Other Issue"
"CNR7956153263","Vehicle Breakdown"
"CNR5229130220","Other Issue"
"CNR8578392277","Customer Demand"
"CNR4483055598","Customer Demand"
"CNR8647270874","Other Issue"
"CNR5590455052","Vehicle Breakdown"
"CNR4144400604","Vehicle Breakdown"
"CNR1556079150","Customer Demand"
"CNR1989978439","Customer Demand"
"CNR9680770364","Customer Demand"
"CNR6678163639","Vehicle Breakdown"
"CNR6337063014","Vehicle Breakdown"
"CNR7911578016","Customer Demand"
"CNR9553925009","Vehicle Breakdown"
"CNR3076472707","Customer Demand"
"CNR2314727883","Vehicle Breakdown"
"CNR7613180132","Customer Demand"
"CNR7421497915","Customer Demand"
"CNR1640545651","Other Issue"
"CNR9082147628","Vehicle Breakdown"
"CNR3240388810","Other Issue"
"CNR7590461886","Vehicle Breakdown"
"CNR8735489613","Vehicle Breakdown"
"CNR8621985174","Customer Demand"
"CNR3245719953","Other Issue"
"CNR8466053122","Other Issue"
"CNR1717801820","Other Issue"
"CNR7476417440","Vehicle Breakdown"
"CNR2482761617","Customer Demand"
"CNR9968975659","Customer Demand"
"CNR1107637396","Customer Demand"
"CNR4001611949","Vehicle Breakdown"
"CNR8266840910","Customer Demand"
"CNR9286793933","Other Issue"
"CNR3342102702","Customer Demand"
"CNR1941174297","Customer Demand"
"CNR8578544264","Customer Demand"
"CNR9135725791","Vehicle Breakdown"
"CNR3186795563","Vehicle Breakdown"
"CNR5772183857","Vehicle Breakdown"
"CNR9818357873","Vehicle Breakdown"
"CNR1852997916","Vehicle Breakdown"
"CNR3583716744","Vehicle Breakdown"
"CNR4393127324","Vehicle Breakdown"
"CNR7888239737","Other Issue"
"CNR2708636805","Vehicle Breakdown"
"CNR2975151756","Customer Demand"
"CNR4390679937","Vehicle Breakdown"
"CNR9107715316","Customer Demand"
"CNR8369444606","Customer Demand"
"CNR5946820710","Vehicle Breakdown"
"CNR8097956202","Customer Demand"
"CNR9632283792","Customer Demand"
"CNR1800571886","Customer Demand"
"CNR6614956021","Customer Demand"
"CNR7111970610","Other Issue"
"CNR3749045200","Customer Demand"
"CNR4260144357","Customer Demand"
"CNR8511117260","Customer Demand"
"CNR1979913793","Vehicle Breakdown"
"CNR3479311409","Vehicle Breakdown"
"CNR5166238344","Vehicle Breakdown"
"CNR8115094203","Customer Demand"
"CNR9747815530","Vehicle Breakdown"
"CNR1630393331","Customer Demand"
"CNR5617834419","Other Issue"
"CNR1212253223","Customer Demand"
"CNR7620318783","Vehicle Breakdown"
"CNR4789209372","Customer Demand"
"CNR9682769638","Vehicle Breakdown"
"CNR6087036959","Customer Demand"
"CNR1714267126","Vehicle Breakdown"
"CNR4526264284","Customer Demand"
"CNR2212318986","Customer Demand"
"CNR8144204526","Customer Demand"
"CNR3492612341","Customer Demand"
"CNR3244103129","Vehicle Breakdown"
"CNR7868043506","Customer Demand"
"CNR3500025306","Vehicle Breakdown"
"CNR6383867922","Vehicle Breakdown"
"CNR1472522303","Other Issue"
"CNR6999122861","Vehicle Breakdown"
"CNR1033702800","Other Issue"
"CNR5588368029","Other Issue"
"CNR2335639637","Customer Demand"
"CNR2380460386","Vehicle Breakdown"
"CNR9679780781","Customer Demand"
"CNR3474441567","Customer Demand"
"CNR9017516182","Vehicle Breakdown"
"CNR1449470310","Other Issue"
"CNR1816337616","Customer Demand"
"CNR8229852588","Vehicle Breakdown"
"CNR2316340142","Customer Demand"
"CNR1759415015","Vehicle Breakdown"
"CNR1696801768","Vehicle Breakdown"
"CNR2863499549","Vehicle Breakdown"
"CNR9229115588","Customer Demand"
"CNR5621025788","Vehicle Breakdown"
"CNR3812681572","Vehicle Breakdown"
"CNR3757320556","Customer Demand"
"CNR1147140998","Vehicle Breakdown"
"CNR7053699272","Customer Demand"
"CNR5873958776","Other Issue"
"CNR9235149468","Customer Demand"
"CNR8105240685","Vehicle Breakdown"
"CNR7967714008","Vehicle Breakdown"
"CNR3647429986","Customer Demand"
"CNR2986502700","Customer Demand"
"CNR4078468993","Vehicle Breakdown"
"CNR4219338110","Customer Demand"
"CNR5852504621","Customer Demand"
"CNR2599517234","Vehicle Breakdown"
"CNR3370229251","Customer Demand"
"CNR6549701634","Other Issue"
"CNR7508989889","Customer Demand"
"CNR3396328954","Vehicle Breakdown"
"CNR9958456311","Vehicle Breakdown"
"CNR6371172733","Customer Demand"
"CNR5874872074","Vehicle Breakdown"
"CNR5390619051","Vehicle Breakdown"
"CNR3392090795","Other Issue"
"CNR7036882365","Vehicle Breakdown"
"CNR2523558937","Other Issue"
"CNR4313851660","Customer Demand"
"CNR1488361267","Customer Demand"
"CNR1027476301","Customer Demand"
"CNR5446164918","Vehicle Breakdown"
"CNR2038288781","Customer Demand"
"CNR3462298019","Vehicle Breakdown"
"CNR6669448601","Customer Demand"
"CNR4865399468","Vehicle Breakdown"
"CNR2565566953","Vehicle Breakdown"
"CNR3801354061","Customer Demand"
"CNR3440511552","Customer Demand"
"CNR2657767026","Other Issue"
"CNR6916293976","Vehicle Breakdown"
"CNR5004540618","Customer Demand"
"CNR1436222892","Vehicle Breakdown"
"CNR4592026602","Vehicle Breakdown"
"CNR9274459476","Vehicle Breakdown"
"CNR3882268556","Customer Demand"
"CNR4174559507","Customer Demand"
"CNR7466939233","Customer Demand"
"CNR6120952349","Customer Demand"
"CNR2089034239","Customer Demand"
"CNR4864467837","Vehicle Breakdown"
"CNR7631294742","Customer Demand"
"CNR7556906032","Customer Demand"
"CNR7602086299","Other Issue"
"CNR4012104591","Customer Demand"
"CNR9148815693","Customer Demand"
"CNR2684297826","Other Issue"
"CNR3550948086","Vehicle Breakdown"
"CNR8880282520","Vehicle Breakdown"
"CNR5345872422","Customer Demand"
"CNR3371115946","Customer Demand"
"CNR1172773632","Other Issue"
"CNR2298070216","Other Issue"
"CNR2904098914","Customer Demand"
"CNR5654597168","Vehicle Breakdown"
"CNR1091273801","Other Issue"
"CNR7107834662","Customer Demand"
"CNR2400823417","Vehicle Breakdown"
"CNR3140486907","Vehicle Breakdown"
"CNR3447480199","Vehicle Breakdown"
"CNR5306642527","Vehicle Breakdown"
"CNR4467274282","Vehicle Breakdown"
"CNR8582614409","Vehicle Breakdown"
"CNR8833698438","Customer Demand"
"CNR4095645493","Customer Demand"
"CNR7118960997","Other Issue"
"CNR5869742497","Customer Demand"
"CNR6422954704","Vehicle Breakdown"
"CNR7494800051","Vehicle Breakdown"
"CNR1585537967","Customer Demand"
"CNR7287755411","Vehicle Breakdown"
"CNR3743899223","Customer Demand"
"CNR5400927005","Customer Demand"
"CNR7983309033","Other Issue"
"CNR5978228482","Customer Demand"
"CNR3311287285","Customer Demand"
"CNR3781046438","Customer Demand"
"CNR5275787594","Vehicle Breakdown"
"CNR6860175599","Customer Demand"
"CNR2116417687","Customer Demand"
"CNR5312956541","Vehicle Breakdown"
"CNR7603018092","Other Issue"
"CNR8102059740","Customer Demand"
"CNR7213868479","Other Issue"
"CNR7390117629","Customer Demand"
"CNR3237227245","Other Issue"
"CNR4489846226","Vehicle Breakdown"
"CNR9918706088","Vehicle Breakdown"
"CNR7039523349","Customer Demand"
"CNR2507985493","Customer Demand"
"CNR1914195953","Customer Demand"
"CNR8998905455","Customer Demand"
"CNR5158679381","Vehicle Breakdown"
"CNR9193205743","Customer Demand"
"CNR7912246513","Customer Demand"
"CNR3649224218","Customer Demand"
"CNR5951082616","Vehicle Breakdown"
"CNR7025931021","Vehicle Breakdown"
"CNR9882328759","Vehicle Breakdown"
"CNR4921869046","Vehicle Breakdown"
"CNR4696324475","Other Issue"
"CNR9702988990","Vehicle Breakdown"
"CNR8786873515","Vehicle Breakdown"
"CNR7577962008","Vehicle Breakdown"
"CNR9520480839","Vehicle Breakdown"
"CNR7050842176","Vehicle Breakdown"
"CNR2823480537","Vehicle Breakdown"
"CNR8244974975","Customer Demand"
"CNR8888022748","Other Issue"
"CNR7768085283","Customer Demand"
"CNR6038577566","Vehicle Breakdown"
"CNR2755108076","Customer Demand"
"CNR1558833021","Customer Demand"
"CNR6611951895","Vehicle Breakdown"
"CNR8138002940","Customer Demand"
"CNR7767550766","Other Issue"
"CNR3187212689","Customer Demand"
"CNR4453763958","Vehicle Breakdown"
"CNR4567200285","Customer Demand"
"CNR9303714759","Vehicle Breakdown"
"CNR7314079558","Vehicle Breakdown"
"CNR1010790534","Vehicle Breakdown"
"CNR9837718239","Vehicle Breakdown"
"CNR8265539550","Other Issue"
"CNR2190724868","Other Issue"
"CNR8877719777","Customer Demand"
"CNR5808951779","Vehicle Breakdown"
"CNR4102448874","Customer Demand"
"CNR4129521338","Vehicle Breakdown"
"CNR2289546572","Vehicle Breakdown"
"CNR8875181531","Vehicle Breakdown"
"CNR1480268691","Vehicle Breakdown"
"CNR3208408310","Customer Demand"
"CNR7101027432","Customer Demand"
"CNR4643115024","Vehicle Breakdown"
"CNR4898837069","Vehicle Breakdown"
"CNR6197643041","Other Issue"
"CNR4400655470","Vehicle Breakdown"
"CNR7383638455","Customer Demand"
"CNR3344438145","Customer Demand"
"CNR1706538898","Vehicle Breakdown"
"CNR6954809945","Other Issue"
"CNR9019482410","Customer Demand"
"CNR4182300530","Customer Demand"
"CNR8991561500","Vehicle Breakdown"
"CNR7024601907","Other Issue"
"CNR7917350092","Vehicle Breakdown"
"CNR8690890682","Customer Demand"
"CNR5161465641","Customer Demand"
"CNR4405219054","Other Issue"
"CNR1013921697","Vehicle Breakdown"
"CNR4540296860","Vehicle Breakdown"
"CNR2837623496","Customer Demand"
"CNR9028761556","Customer Demand"
"CNR7545924536","Customer Demand"
"CNR2346608195","Vehicle Breakdown"
"CNR9075918480","Vehicle Breakdown"
"CNR2940287910","Customer Demand"
"CNR9565321879","Customer Demand"
"CNR9540191762","Vehicle Breakdown"
"CNR5637562503","Vehicle Breakdown"
"CNR1070878977","Customer Demand"
"CNR5706301333","Vehicle Breakdown"
"CNR9346020185","Vehicle Breakdown"
"CNR7325342472","Vehicle Breakdown"
"CNR8361375296","Customer Demand"
"CNR3750034911","Vehicle Breakdown"
"CNR3134474712","Vehicle Breakdown"
"CNR1649129292","Vehicle Breakdown"
"CNR5909117299","Customer Demand"
"CNR6918455877","Vehicle Breakdown"
"CNR1035825406","Customer Demand"
"CNR4793998915","Customer Demand"
"CNR7365240018","Customer Demand"
"CNR4935378861","Customer Demand"
"CNR8444411229","Customer Demand"
"CNR1582442809","Vehicle Breakdown"
"CNR2139395047","Vehicle Breakdown"
"CNR9285500111","Customer Demand"
"CNR8284771561","Customer Demand"
"CNR4059665407","Vehicle Breakdown"
"CNR6422373619","Other Issue"
"CNR2101067526","Other Issue"
"CNR4995140291","Vehicle Breakdown"
"CNR7381741456","Vehicle Breakdown"
"CNR5603279835","Vehicle Breakdown"
"CNR4662521597","Customer Demand"
"CNR5425259475","Vehicle Breakdown"
"CNR1147299015","Vehicle Breakdown"
"CNR2399781774","Other Issue"
"CNR3927207106","Customer Demand"
"CNR5595602473","Vehicle Breakdown"
"CNR6487066784","Customer Demand"
"CNR7308560324","Other Issue"
"CNR4141323059","Customer Demand"
"CNR2975946242","Vehicle Breakdown"
"CNR1099844879","Other Issue"
"CNR4142034678","Customer Demand"
"CNR9479439615","Other Issue"
"CNR4497717479","Other Issue"
"CNR4761681372","Other Issue"
"CNR8947324420","Vehicle Breakdown"
"CNR5298338678","Vehicle Breakdown"
"CNR3557891306","Other Issue"
"CNR2416785763","Vehicle Breakdown"
"CNR7600042670","Customer Demand"
"CNR6661803185","Vehicle Breakdown"
"CNR9989740489","Other Issue"
"CNR3344924906","Customer Demand"
"CNR6504453755","Vehicle Breakdown"
"CNR9716052731","Vehicle Breakdown"
"CNR8859856135","Customer Demand"
"CNR2089246126","Customer Demand"
"CNR9067276216","Other Issue"
"CNR6447932750","Customer Demand"
"CNR2286690643","Other Issue"
"CNR8208697940","Customer Demand"
"CNR1933471426","Customer Demand"
"CNR6607627162","Vehicle Breakdown"
"CNR4550233703","Vehicle Breakdown"
"CNR4518652465","Customer Demand"
"CNR1850927281","Vehicle Breakdown"
"CNR6145682712","Vehicle Breakdown"
"CNR8539812360","Vehicle Breakdown"
"CNR5234561349","Vehicle Breakdown"
"CNR4564524625","Other Issue"
"CNR8028890542","Vehicle Breakdown"
"CNR8676144702","Other Issue"
"CNR3079784237","Vehicle Breakdown"
"CNR4388574048","Customer Demand"
"CNR8653154226","Other Issue"
"CNR5074044098","Customer Demand"
"CNR4118722235","Customer Demand"
"CNR9696776620","Other Issue"
"CNR8865800406","Vehicle Breakdown"
"CNR1048840471","Other Issue"
"CNR3596535393","Other Issue"
"CNR2821299602","Other Issue"
"CNR8867095492","Vehicle Breakdown"
"CNR4699688887","Customer Demand"
"CNR8071556239","Vehicle Breakdown"
"CNR9542114309","Customer Demand"
"CNR6214548010","Vehicle Breakdown"
"CNR5603846614","Customer Demand"
"CNR5014719784","Vehicle Breakdown"
"CNR7937498022","Customer Demand"
"CNR9140093989","Customer Demand"
"CNR1073129426","Customer Demand"
"CNR9180236087","Vehicle Breakdown"
"CNR4957298224","Vehicle Breakdown"
"CNR8938995097","Vehicle Breakdown"
"CNR5287283627","Other Issue"
"CNR5953916429","Vehicle Breakdown"
"CNR6487067516","Customer Demand"
"CNR7089847137","Vehicle Breakdown"
"CNR1110906329","Vehicle Breakdown"
"CNR7292677885","Other Issue"
"CNR4560446104","Customer Demand"
"CNR5250163688","Vehicle Breakdown"
"CNR9192177654","Customer Demand"
"CNR5264769953","Customer Demand"
"CNR5718575088","Customer Demand"
"CNR5348787109","Customer Demand"
"CNR7423607634","Customer Demand"
"CNR2606903763","Vehicle Breakdown"
"CNR5003097310","Other Issue"
"CNR1805475662","Customer Demand"
"CNR2878949693","Customer Demand"
"CNR7705407009","Vehicle Breakdown"
"CNR2033202753","Vehicle Breakdown"
"CNR6071317512","Vehicle Breakdown"
"CNR5600434227","Vehicle Breakdown"
"CNR4493795279","Customer Demand"
"CNR8913578155","Vehicle Breakdown"
"CNR4572669318","Customer Demand"
"CNR2866124631","Vehicle Breakdown"
"CNR1393577002","Vehicle Breakdown"
"CNR1123586092","Customer Demand"
"CNR1175919946","Customer Demand"
"CNR7667452566","Customer Demand"
"CNR6140521688","Vehicle Breakdown"
"CNR2499943638","Vehicle Breakdown"
"CNR7772816086","Vehicle Breakdown"
"CNR1840481225","Customer Demand"
"CNR5682129316","Vehicle Breakdown"
"CNR2394265372","Other Issue"
"CNR4481021645","Other Issue"
"CNR4710997692","Customer Demand"
"CNR4061494896","Customer Demand"
"CNR1804601403","Other Issue"
"CNR2924097612","Customer Demand"
"CNR1194453564","Vehicle Breakdown"
"CNR8850704611","Customer Demand"
"CNR4447337110","Customer Demand"
"CNR5865664932","Vehicle Breakdown"
"CNR8709338125","Vehicle Breakdown"
"CNR5011011413","Customer Demand"
